"Site","Transect","Location","Res_total_Location","myc_2nd_w","Res_remain_w","mean_undam_resin_w","myc_w_per_bead","hypo_bag","myc_2nd_w_est_yield","Tube_ID","harvest_date","1st_Soil_Sample","Bag_Install","Pair","Latitude","Longitude","Site_Pair","Days_Installed","log10_myc_2nd_w_est_yield","Biomass_day","log10_biomass_day","biomass_g_ha_day","Vegetation.Class","Vegetation.Class_abbreviation","Fire.Interval","Most.Recent.Fire_Year","2nd.Most.Recent.Fire_Year","3rd.Most.Recent.Fire_Year","Fire.Severity","FESM_Fire.Severity.Category","Fire.Type","Sample.Date_Fieldwork","Tree.Basal.Area_m2","Litter.Cover_20mm_perc","Mean.Litter.Depth_mm","Herb.Cover_0.50cm_perc","Shrub.Cover_50.200cm_perc","Shrub.Connected_50.200cm_perc","Mean.Max.Shrub.Height_cm","Herb.Shrub.Connected_0.200cm_perc","All.Tree.Canopy.Cover_perc","Live.Tree.Canopy.Cover_perc","Dead.Tree.Canopy.Cover_perc","Bray.P","NH4","NO3","Total.P","Carbon","Nitrogen"
"12","2","33",25.761,0.967,24.773,25.7275,0.0390344326484479,25.7275,1.00425836596294,"68",2024-03-08,2023-09-27,2023-09-27,6,-33.52589,150.56587,"12-31",163,0.00184545830404123,0.00616109426971131,-2.21034214609992,410.739617980754,"Sydney Coastal DSF","SC","Long",2019,2001,"NA","High","4","Wildfire",2022-08-17,15743.3,21.4285714285714,5.69047619047619,58,36,2,66.2,34,32,2,30,1.50490196078431,11.163,0.2905,67.5,2.1151,0.017
"12","2","47",26.053,1.237,25.032,25.7275,0.0494167465643976,25.7275,1.27136934723554,"67",2024-03-08,2023-09-27,2023-09-27,6,-33.52589,150.56587,"12-31",163,0.104271736363795,0.0077998119462303,-2.10791586804016,519.98746308202,"Sydney Coastal DSF","SC","Long",2019,2001,"NA","High","4","Wildfire",2022-08-17,15743.3,21.4285714285714,5.69047619047619,58,36,2,66.2,34,32,2,30,1.50490196078431,11.163,0.2905,67.5,2.1151,0.017
"26","1","3",26.026,1.503,25.016,26.72625,0.060081547809402,26.72625,1.60575446714103,"51",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,0.205679138876704,0.0100359654196314,-1.99844084377922,669.064361308763,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,39.7959183673469,25.2564102564103,82,52,8,133.54,50,42,39,16,1.73949579831933,6.337,0.178,57.8,4.5864,0.09911
"26","1","16",26.24,1.529,25.21,26.72625,0.060650535501785,26.72625,1.62096137445458,"53",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,0.209772666260547,0.0101310085903411,-1.99434731639538,675.400572689409,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,39.7959183673469,25.2564102564103,82,52,8,133.54,50,42,39,16,1.73949579831933,6.337,0.178,57.8,4.5864,0.09911
"26","1","33",27.969,1.372,26.979,26.72625,0.0508543682123133,26.72625,1.35914655843434,"50",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,0.133266289762283,0.00849466599021461,-2.07085369289364,566.311066014307,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,39.7959183673469,25.2564102564103,82,52,8,133.54,50,42,39,16,1.73949579831933,6.337,0.178,57.8,4.5864,0.09911
"26","1","47",26.67,1.056,25.67,26.72625,0.0411375146084924,26.72625,1.09945149980522,"46",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,0.0411760760510227,0.00687157187378263,-2.1629439066049,458.104791585509,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,39.7959183673469,25.2564102564103,82,52,8,133.54,50,42,39,16,1.73949579831933,6.337,0.178,57.8,4.5864,0.09911
"26","2","3",27.203,0.453,26.22,27.421,0.0172768878718535,27.421,0.473749542334096,"81",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,-0.324451196573998,0.0029609346395881,-2.52857117922992,197.395642639207,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,33.6734693877551,18.2727272727273,96,30,2,76.36,30,41,41,11,0.535014005602241,5.0765,0.14,86.4,4.7465,0.08495
"26","2","16",27.791,1.353,26.792,27.421,0.050500149298298,27.421,1.38476459390863,"75",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,0.141375950833048,0.00865477871192893,-2.06274403182288,576.985247461929,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,33.6734693877551,18.2727272727273,96,30,2,76.36,30,41,41,11,0.535014005602241,5.0765,0.14,86.4,4.7465,0.08495
"26","2","33",27.309,0.762,26.296,27.421,0.0289777912990569,27.421,0.794600015211439,"57",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,-0.099851430966732,0.00496625009507149,-2.30397141362266,331.083339671433,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,33.6734693877551,18.2727272727273,96,30,2,76.36,30,41,41,11,0.535014005602241,5.0765,0.14,86.4,4.7465,0.08495
"26","2","47",27.381,3.446,26.343,27.421,0.130812739627225,27.421,3.58701613331815,"66",2024-03-06,2023-09-28,2023-09-28,4,-33.4982,150.50014,"26-8",160,0.554733330006128,0.0224188508332384,-1.6493866526498,1494.59005554923,"Sydney Coastal DSF","SC","Short",2019,2013,"2006","Low","2","Wildfire",2022-09-26,27642.28,33.6734693877551,18.2727272727273,96,30,2,76.36,30,41,41,11,0.535014005602241,5.0765,0.14,86.4,4.7465,0.08495
"29","1","3",28.11,2.641,27.07,27.6,0.0975618766161803,27.6,2.69270779460658,"12",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,0.430189227501635,0.0205550213328746,-1.68708206815413,1370.33475552498,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.9310344827586,68,48,6,130.92,44,27,21,6,0.282913165266106,4.3565,0.267,51,3.8906,0.0874
"29","1","16",27.1,0.308,26.11,27.6,0.0117962466487936,27.6,0.325576407506702,"28",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,-0.487347073257282,0.00248531608783742,-2.60461836891305,165.687739189162,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.9310344827586,68,48,6,130.92,44,27,21,6,0.282913165266106,4.3565,0.267,51,3.8906,0.0874
"29","1","33",14.63,NA,13.62,27.6,NA,27.6,NA,"NA",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,NA,NA,NA,NA,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.9310344827586,68,48,6,130.92,44,27,21,6,0.282913165266106,4.3565,0.267,51,3.8906,0.0874
"29","1","47",27.59,0.473,26.57,27.6,0.0178020323673316,27.6,0.491336093338352,"7",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,-0.308621331607248,0.00375065720105612,-2.42589262726301,250.043813403741,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.9310344827586,68,48,6,130.92,44,27,21,6,0.282913165266106,4.3565,0.267,51,3.8906,0.0874
"29","2","3",14.11,0.647,13.14,27.6,0.0492389649923897,27.6,1.35899543378995,"6",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,0.133217997510156,0.0103740109449615,-1.98405329814561,691.600729664099,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.7241379310345,68,48,6,104.3,38,9,9,0,0.805322128851541,5.3235,0.2765,37.5,2.674,0.0465
"29","2","16",28.88,1.04,26.87,27.6,0.038704875325642,27.6,1.06825455898772,"11",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,0.0286747549308297,0.00815461495410472,-2.08859654072493,543.640996940315,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.7241379310345,68,48,6,104.3,38,9,9,0,0.805322128851541,5.3235,0.2765,37.5,2.674,0.0465
"29","2","16",28.88,1.04,26.87,27.6,0.038704875325642,27.6,1.06825455898772,"8",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,0.0286747549308297,0.00815461495410472,-2.08859654072493,543.640996940315,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.7241379310345,68,48,6,104.3,38,9,9,0,0.805322128851541,5.3235,0.2765,37.5,2.674,0.0465
"29","2","33",13.98,0.38,12.98,27.6,0.0292758089368259,27.6,0.808012326656394,"10",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,-0.0925820137823226,0.00616803302791141,-2.20985330943809,411.202201860761,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.7241379310345,68,48,6,104.3,38,9,9,0,0.805322128851541,5.3235,0.2765,37.5,2.674,0.0465
"29","2","47",14.4,0.59,13.36,27.6,0.0441616766467066,27.6,1.2188622754491,"9",2024-03-05,2023-10-26,2023-10-26,5,-34.08446,151.07002,"11-29",131,0.0859546355678351,0.00930429217900078,-2.03131666008793,620.286145266719,"Sydney Coastal DSF","SC","Long",2020,2001,"NA","High","NA","Prescribed Burn",2022-10-07,14419.73,29.5918367346939,33.7241379310345,68,48,6,104.3,38,9,9,0,0.805322128851541,5.3235,0.2765,37.5,2.674,0.0465
"31","1","3",29.12,2.032,28.13,27.9825,0.0722360469249911,27.9825,2.02134518307856,"22",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,0.30564048387921,0.0143357814402735,-1.84357862877617,955.7187626849,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,35.7142857142857,11.8285714285714,78,32,2,91.54,26,34,19,22,1.87885154061625,2.2245,0.2015,58.7,3.4627,0.0585
"31","1","16",27.95,1.098,26.94,27.9825,0.0407572383073497,27.9825,1.14048942093541,"26",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,0.0570912611596355,0.00808857745344264,-2.09212785149574,539.238496896176,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,35.7142857142857,11.8285714285714,78,32,2,91.54,26,34,19,22,1.87885154061625,2.2245,0.2015,58.7,3.4627,0.0585
"31","1","33",27.58,1.235,26.57,27.9825,0.0464809936018065,27.9825,1.30065440346255,"5",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,0.114161915617936,0.00922449931533724,-2.03505719703744,614.966621022483,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,35.7142857142857,11.8285714285714,78,32,2,91.54,26,34,19,22,1.87885154061625,2.2245,0.2015,58.7,3.4627,0.0585
"31","1","47",27.28,1.003,26.28,27.9825,0.0381659056316591,27.9825,1.0679774543379,"23",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,0.0285620845652042,0.00757430818679361,-2.12065702809018,504.953879119574,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,35.7142857142857,11.8285714285714,78,32,2,91.54,26,34,19,22,1.87885154061625,2.2245,0.2015,58.7,3.4627,0.0585
"31","2","3",27.73,3.093,26.72,27.87125,0.115755988023952,27.87125,3.22626408121257,"29",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,0.508699913058961,0.0228813055405147,-1.64051919959642,1525.42036936765,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969
"31","2","16",27.1,1.054,26.1,27.87125,0.0403831417624521,27.87125,1.12552863984674,"33",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,0.051356550397537,0.00798247262302655,-2.09786256225784,532.164841535103,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969
"31","2","33",28.24,0.619,27.24,27.87125,0.0227239353891336,27.87125,0.633344484214391,"14",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,-0.198360007361339,0.00449180485258433,-2.34757912001672,299.453656838955,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969
"31","2","47",28.415,2.944,27.4,27.87125,0.107445255474453,27.87125,2.99463357664234,"4",2024-03-06,2023-10-17,2023-10-17,6,-33.1823,150.69537,"12-31",141,0.476343689704363,0.0212385360045556,-1.67287542295102,1415.90240030371,"Sydney Hinterland DSF","SH","Short",2019,2013,"2006","High","4","Wildfire",2022-09-15,17264.47,14.2857142857143,9.85714285714286,48,22,2,62.5,14,33,19,24,3.30182072829132,3.5925,0.2235,61.6,3.0008,0.05969
"34","1","3",28.36,3.625,27.35,29.18,0.13254113345521,29.18,3.86755027422303,"25",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,0.587435967794996,0.0238737671248336,-1.62207904674764,1591.5844749889,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581
"34","1","16",33.49,0.748,32.5,29.18,0.0230153846153846,29.18,0.671588923076923,"19",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,-0.17289647555698,0.0041456106362773,-2.38241149009961,276.374042418487,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581
"34","1","33",27.3,1.143,26.32,29.18,0.0434270516717325,29.18,1.26720136778116,"21",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,0.102845633010797,0.00782223066531577,-2.10666938153183,521.482044354385,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581
"34","1","47",27.57,1.608,26.53,29.18,0.0606106294760648,29.18,1.76861816811157,"20",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,0.247634081987536,0.0109173960994541,-1.96188093255509,727.826406630277,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,39.7959183673469,12.8974358974359,32,16,2,42.76,12,49,48,6,1.34383753501401,3.3145,0.0895,NA,2.895,0.02581
"34","2","3",27.57,1.069,26.56,27.13,0.0402484939759036,27.13,1.09194164156626,"35",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,0.0381994282743942,0.00674038050349546,-2.17131558626824,449.358700233031,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699
"34","2","16",26.95,1.977,25.95,27.13,0.0761849710982659,27.13,2.06689826589595,"15",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,0.315319100890792,0.0127586312709627,-1.89419591365184,850.575418064179,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699
"34","2","33",27.03,1.945,26.04,27.13,0.0746927803379416,27.13,2.02641513056836,"24",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,0.306728419527168,0.0125087353738787,-1.90278659501546,833.915691591916,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699
"34","2","47",26.97,1.171,25.93,27.13,0.045160046278442,27.13,1.22519205553413,"36",2024-03-08,2023-09-28,2023-09-28,3,-33.44346,150.59972,"34-7",162,0.0882041720646077,0.00756291392305019,-2.12131084247802,504.194261536679,"Sydney Coastal DSF","SC","Short",2019,2013,"2004","Low","2","Wildfire",2022-09-29,93095.19,44.8979591836735,16.75,64,32,4,57.62,26,48,48,0,0.407563025210084,10.5175,0.0775,36.8,2.7508,0.02699
"49","1","3",16.45,0.401,15.44,28.435,0.0259715025906736,28.435,0.738499676165803,"3",2024-03-06,2023-10-17,2023-10-17,1,-33.26627,150.67812,"49-5",141,-0.131649690791349,0.00523758635578584,-2.28086880344673,349.172423719056,"Sydney Hinterland DSF","SH","Long",2019,2001,"NA","Low","2","Wildfire",2022-10-14,23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254
"49","1","16",28.46,2.421,27.44,28.435,0.0882288629737609,28.435,2.50878771865889,"18",2024-03-06,2023-10-17,2023-10-17,1,-33.26627,150.67812,"49-5",141,0.399463914995205,0.0177928206997085,-1.74975519766017,1186.18804664723,"Sydney Hinterland DSF","SH","Long",2019,2001,"NA","Low","2","Wildfire",2022-10-14,23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254
"49","1","33",28.41,1.319,27.4,28.435,0.0481386861313869,28.435,1.36882354014599,"32",2024-03-06,2023-10-17,2023-10-17,1,-33.26627,150.67812,"49-5",141,0.136347465314164,0.00970796836982968,-2.01287164734122,647.197891321979,"Sydney Hinterland DSF","SH","Long",2019,2001,"NA","Low","2","Wildfire",2022-10-14,23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254
"49","1","47",12.24,0.28,11.19,28.435,0.0250223413762288,28.435,0.711510277033065,"39",2024-03-06,2023-10-17,2023-10-17,1,-33.26627,150.67812,"49-5",141,-0.147818822597944,0.00504617217753947,-2.29703793525332,336.411478502631,"Sydney Hinterland DSF","SH","Long",2019,2001,"NA","Low","2","Wildfire",2022-10-14,23847.12,37.7551020408163,17.1621621621622,26,56,4,135.2,40,48,48,4,2,4.303,0.138,92.4,3.744,0.04254
"49","2","3",28.6,1.484,27.59,28.6,0.0537876042044219,28.6,1.53832548024647,"16",2024-03-06,2023-10-17,2023-10-17,1,-33.26627,150.67812,"49-5",141,0.187048233592866,0.010910109788982,-1.96217087906251,727.340652598802,"Sydney Hinterland DSF","SH","Long",2019,2001,"NA","Low","2","Wildfire",2022-10-14,23847.12,37.7551020408163,19.3783783783784,58,64,12,175.74,58,46,46,8,1.91946778711485,5.2955,0.19,44.8,3.845,0.04942
"49","2","16",19.164,0.886,18.124,28.6,0.0488854557492827,28.6,1.39812403442949,"31",2024-03-06,2023-10-17,2023-10-17,1,-33.26627,150.67812,"49-5",141,0.145545701508946,0.00991577329382614,-2.00367341114643,661.051552921743,"Sydney Hinterland DSF","SH","Long",2019,2001,"NA","Low","2","Wildfire",2022-10-14,23847.12,37.7551020408163,19.3783783783784,58,64,12,175.74,58,46,46,8,1.91946778711485,5.2955,0.19,44.8,3.845,0.04942
"49","2","47",13.32,1.268,12.34,28.6,0.102755267423015,28.6,2.93880064829822,"1",2024-03-06,2023-10-17,2023-10-17,1,-33.26627,150.67812,"49-5",141,0.468170126977534,0.0208425577893491,-1.68104898567785,1389.50385262327,"Sydney Hinterland DSF","SH","Long",2019,2001,"NA","Low","2","Wildfire",2022-10-14,23847.12,37.7551020408163,19.3783783783784,58,64,12,175.74,58,46,46,8,1.91946778711485,5.2955,0.19,44.8,3.845,0.04942
"56","1","3",28.23,1.261,27.23,26.505,0.0463092177745134,26.505,1.22742581711348,"2",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,0.0889952537955623,0.00870514763910268,-2.06022385885982,580.343175940179,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,26.530612244898,7.34615384615385,42,62,2,92.16,60,45,42,11,2.13865546218487,9.63,0.1985,128.9,4.2317,0.08606
"56","1","16",23.03,NA,22.02,26.505,NA,26.505,NA,"NA",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,NA,NA,NA,NA,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,26.530612244898,7.34615384615385,42,62,2,92.16,60,45,42,11,2.13865546218487,9.63,0.1985,128.9,4.2317,0.08606
"56","1","33",27.24,3.037,26.24,26.505,0.115739329268293,26.505,3.0676709222561,"34",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,0.486808769777088,0.0217565313635184,-1.66241034287829,1450.43542423456,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,26.530612244898,7.34615384615385,42,62,2,92.16,60,45,42,11,2.13865546218487,9.63,0.1985,128.9,4.2317,0.08606
"56","1","47",27.52,0.917,26.51,26.505,0.0345907204828367,26.505,0.916827046397586,"17",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,-0.037712583500627,0.00650231947799706,-2.18693169615601,433.487965199804,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,26.530612244898,7.34615384615385,42,62,2,92.16,60,45,42,11,2.13865546218487,9.63,0.1985,128.9,4.2317,0.08606
"56","2","3",26.512,1.378,25.472,26.536,0.0540986180904523,26.536,1.43556092964824,"60",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,0.157021630025458,0.0101812831889946,-1.99219748262992,678.752212599641,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736
"56","2","16",26.56,0.987,25.55,26.536,0.0386301369863014,26.536,1.02508931506849,"58",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,0.0107617067103312,0.00727013698630137,-2.13845740594505,484.675799086758,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736
"56","2","33",25.683,0.327,24.649,26.536,0.0132662582660554,26.536,0.352033429348047,"61",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,-0.453416093646755,0.00249669098828402,-2.60263520630214,166.446065885601,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736
"56","2","47",27.629,0.434,26.685,26.536,0.0162638186246955,26.536,0.43157669102492,"69",2024-03-06,2023-10-17,2023-10-17,2,-32.79934,150.90987,"10-56",141,-0.36494201911567,0.00306082759592142,-2.51416113177105,204.055173061428,"Sydney Hinterland DSF","SH","Long",2019,2001,"1990","High","4","Wildfire",2022-11-28,24156.21,18.3673469387755,6.94736842105263,66,68,8,188.68,68,50,49,10,1.74509803921569,5.8875,0.245,98.9,5.185,0.12736
